FIPS_ST,FIPS_CTY,GRNDTOT
46,037,343
46,039,98
46,041,36
46,043,42
46,045,60
46,047,303
46,049,19
46,051,506
46,053,233
46,055,45
46,057,78
46,059,40
46,061,22
46,063,6
46,065,1381
46,067,60
46,069,54
46,071,112
46,073,26
46,075,35
46,077,191
46,079,429
46,081,743
46,083,598
46,085,150
46,087,115
46,089,23
46,091,117
46,093,984
46,095,79
46,097,20
46,099,10392
46,101,348
46,102,58
46,103,23098
46,105,30
46,107,202
46,109,467
46,111,27
46,115,145
46,117,33
46,119,19
46,121,386
46,123,193
46,125,205
46,127,801
46,129,424
46,135,718
46,137,8
46,777,12270
47,001,4346
47,003,2484
47,005,678
47,007,194
47,009,5364
47,011,6624
47,013,2118
47,015,476
47,017,1294
47,019,2459
47,021,2410
47,023,516
47,025,2045
47,027,538
47,029,3059
47,031,2619
47,033,576
47,035,3352
47,037,45438
47,039,381
47,041,1087
47,043,4438
47,045,3123
47,047,1184
47,049,592
47,051,3045
47,053,2066
47,055,1721
47,057,1446
47,059,2622
47,061,876
47,063,4290
47,065,17176
47,067,217
47,069,1468
47,071,1860
47,073,2163
47,075,1333
47,077,1694
47,079,1786
47,081,1399
47,083,310
47,085,902
47,087,467
47,089,3373
47,091,1139
47,093,20449
47,095,382
47,097,1295
47,099,2041
47,101,713
47,103,1484
47,105,2465
47,107,2517
47,109,1436
47,111,1595
47,113,7180
47,115,1882
47,117,1636
47,119,5092
47,121,557
47,123,1724
47,125,10310
47,127,172
47,129,819
47,131,1573
47,133,872
47,135,195
47,137,202
47,139,1128
47,141,5634
47,143,1920
47,145,3450
47,147,2380
47,149,17343
47,151,1670
47,153,764
47,155,5009
47,157,42270
47,159,1257
47,161,604
47,163,9902
47,165,10237
47,167,3540
47,169,809
47,171,1115
47,173,1840
47,175,507
47,177,3384
47,179,7727
47,181,1061
47,183,2099
47,185,1199
47,187,6756
47,189,5984
48,001,1848
48,003,824
48,005,3548
48,007,1912
48,009,309
48,011,12
48,013,1578
48,015,647
48,017,181
48,019,260
48,021,3520
48,023,96
48,025,2091
48,027,10297
48,029,56449
48,031,247
48,033,8
48,035,712
48,037,6182
48,039,11688
48,041,7405
48,043,440
48,045,14
48,047,475
48,049,1719
48,051,491
48,053,1428
48,055,2399
48,057,1587
48,059,356
48,061,16299
48,063,507
48,065,192
48,067,1041
48,069,399
48,071,1630
48,073,1588
48,075,402
48,077,410
48,079,128
48,081,23
48,083,277
48,085,16618
48,087,43
48,089,1060
48,091,3868
48,093,654
48,095,33
48,097,1557
48,099,2373
48,101,32
48,103,179
48,105,131
48,107,115
48,109,196
48,111,464
48,113,72508
48,115,274
48,117,1004
48,119,303
48,121,15825
48,123,610
48,125,54
48,127,439
48,129,203
48,131,302
48,133,638
48,135,11501
48,137,75
48,139,2987
48,141,20544
48,143,674
48,145,166
48,147,1067
48,149,572
48,151,68
48,153,124
48,155,0
48,157,8771
48,159,138
48,161,729
48,163,598
48,165,627
48,167,21128
48,169,305
48,171,867
48,173,23
48,175,96
48,177,742
48,179,692
48,181,5534
48,183,4873
48,185,654
48,187,4375
48,189,1001
48,191,114
48,193,783
48,195,96
48,197,23
48,199,2175
48,201,130140
48,203,2123
48,205,212
48,207,153
48,209,6216
48,211,62
48,213,2103
48,215,31066
48,217,1120
48,219,917
48,221,2292
48,223,2114
48,225,1069
48,227,1704
48,229,92
48,231,2885
48,233,829
48,235,34
48,237,155
48,239,482
48,241,1250
48,243,6
48,245,11314
48,247,363
48,249,2733
48,251,3223
48,253,365
48,255,670
48,257,2567
48,259,944
48,261,60
48,263,13
48,265,3480
48,267,252
48,269,0
48,271,284
48,273,1686
48,275,73
48,277,1596
48,279,437
48,281,787
48,283,784
48,285,477
48,287,470
48,289,274
48,291,2290
48,293,854
48,295,28
48,297,489
48,299,907
48,301,0
48,303,10132
48,305,168
48,307,393
48,309,12389
48,311,17
48,313,350
48,315,540
48,317,54
48,319,95
48,321,1904
48,323,1077
48,325,986
48,327,87
48,329,6109
48,331,1077
48,333,140
48,335,346
48,337,459
48,339,9819
48,341,468
48,343,668
48,345,4
48,347,3632
48,349,2257
48,351,292
48,353,910
48,355,25035
48,357,290
48,359,137
48,361,3060
48,363,615
48,365,992
48,367,2189
48,369,384
48,371,434
48,373,1478
48,375,9036
48,377,12
48,379,299
48,381,1763
48,383,183
48,385,42
48,387,536
48,389,939
48,391,534
48,393,10
48,395,615
48,397,1022
48,399,164
48,401,750
48,403,529
48,405,280
48,407,775
48,409,2886
48,411,56
48,413,165
48,415,728
48,417,74
48,419,1691
48,421,71
48,423,5439
48,425,423
48,427,2077
48,429,386
48,431,19
48,433,17
48,435,87
48,437,148
48,439,54024
48,441,3810
48,443,42
48,445,367
48,447,9
48,449,1566
48,451,3837
48,453,41558
48,455,340
48,457,391
48,459,2155
48,461,107
48,463,1151
48,465,1119
48,467,1070
48,469,2892
48,471,3390
48,473,1114
48,475,629
48,477,1162
48,479,8184
48,481,2290
48,483,285
48,485,5979
48,487,550
48,489,680
48,491,10397
48,493,834
48,495,262
48,497,2109
48,499,617
48,501,187
48,503,734
48,505,428
48,507,170
48,777,224
49,001,230
49,003,942
49,005,4123
49,007,958
49,009,106
49,011,8795
49,013,1425
49,015,224
49,017,426
49,019,786
49,021,1451
49,023,566
49,025,230
49,027,380
49,029,324
49,031,12
49,033,40
49,035,50264
49,037,578
49,039,869
49,041,754
49,043,1636
49,045,3579
49,047,3359
49,049,18273
49,051,1322
49,053,6869
49,055,255
49,057,6827
49,777,415
50,001,339
50,003,1011
50,005,810
50,007,4303
50,009,0
50,011,1310
50,013,54
50,015,346
50,017,141
50,019,394
50,021,1146
50,023,1269
50,025,1247
50,027,945
50,999,59
51,001,821
51,003,2690
51,005,260
51,007,261
51,009,433
51,011,210
51,013,4605
51,015,1204
51,017,34
51,019,1613
51,021,140
51,023,757
51,025,480
51,027,1296
51,029,426
51,031,1158
51,033,1186
51,035,1165
51,036,90
51,037,294
51,041,12565
51,043,376
51,045,102
51,047,2074
51,049,230
51,051,295
51,053,434
51,057,351
51,059,25573
51,061,1790
51,063,249
51,065,261
51,067,2870
51,069,2943
51,071,503
51,073,1016
51,075,326
51,077,343
51,079,544
51,081,223
51,083,793
51,085,3797
51,087,12652
51,089,2109
51,091,8
51,093,1080
51,095,1511
51,097,194
51,099,486
51,101,260
51,103,294
51,105,545
51,107,5515
51,109,372
51,111,261
51,113,264
51,115,118
51,117,919
51,119,63
51,121,2660
51,125,167
51,127,595
51,131,324
51,133,442
51,135,468
51,137,575
51,139,494
51,141,743
51,143,1147
51,145,456
51,147,571
51,149,643
51,153,9850
51,155,2003
51,157,166
51,159,231
51,161,3217
51,163,941
51,165,1743
51,167,1849
51,169,1165
51,171,1394
51,173,1656
51,175,246
51,177,2461
51,179,4837
51,181,134
51,183,294
51,185,2308
51,187,1268
51,191,1309
51,193,594
51,195,2188
51,197,1043
51,199,1648
51,510,3571
51,520,1161
51,530,171
51,540,2316
51,550,3592
51,560,0
51,570,2986
51,580,225
51,590,3821
51,595,472
51,600,523
51,610,363
51,620,653
51,630,1949
51,640,490
51,650,7161
51,660,3544
51,670,1263
51,678,166
51,680,4402
51,683,1391
51,685,469
51,690,1109
51,700,6730
51,710,12191
51,720,442
51,730,1958
51,735,241
51,740,4990
51,750,1250
51,760,18261
51,770,6337
51,775,1036
51,780,314
51,790,2247
51,800,3125
51,810,19353
51,820,1020
51,830,648
51,840,2312
53,001,717
53,003,1586
53,005,5695
53,007,2409
53,009,2061
53,011,10065
53,013,14
53,015,5896
53,017,1062
53,019,65
53,021,3176
53,023,135
53,025,2956
53,027,3086
53,029,1227
53,031,664
53,033,54840
53,035,4465
53,037,1342
53,039,460
53,041,3124
53,043,301
53,045,2485
53,047,1265
53,049,439
53,051,232
53,053,22199
53,055,215
53,057,4214
53,059,113
53,061,18748
53,063,16295
53,065,354
53,067,6633
53,069,83
53,071,1262
53,073,4919
53,075,1599
53,077,9317
53,777,5154
54,001,300
54,003,3770
54,005,842
54,007,617
54,009,749
54,011,3280
54,013,144
54,015,361
54,017,129
54,019,1384
54,021,173
54,023,366
54,025,983
54,027,319
54,029,1031
54,031,379
54,033,2435
54,035,456
54,037,1315
54,039,9923
54,041,451
54,043,959
54,045,1378
54,047,853
54,049,1284
54,051,809
54,053,721
54,055,1854
54,057,713
54,059,580
54,061,2590
54,063,155
54,065,390
54,067,792
54,069,1150
54,071,272
54,073,88
54,075,213
54,077,764
54,079,584
54,081,3490
54,083,966
54,085,174
54,087,399
54,089,273
54,091,388
54,093,294
54,095,204
54,097,495
54,099,1734
54,101,529
54,103,282
54,105,67
54,107,1926
54,109,431
55,001,1289
55,003,1003
55,005,1605
55,007,184
55,009,11333
55,011,394
55,013,569
55,015,1077
55,017,2146
55,019,546
55,021,3291
55,023,552
55,025,20143
55,027,3710
55,029,743
55,031,2355
55,033,2452
55,035,6938
55,037,129
55,039,4559
55,041,688
55,043,1732
55,045,1134
55,047,1150
55,049,827
55,051,204
55,053,1025
55,055,4345
55,057,1065
55,059,9032
55,061,759
55,063,9764
55,065,512
55,067,1220
55,069,1623
55,071,5142
55,073,6815
55,075,1805
55,077,346
55,078,26
55,079,45855
55,081,3217
55,083,1406
55,085,2418
55,087,8371
55,089,3239
55,091,190
55,093,1448
55,095,1538
55,097,2392
55,099,552
55,101,8648
55,103,683
55,105,11962
55,107,693
55,109,3299
55,111,3725
55,113,1000
55,115,2412
55,117,5871
55,119,678
55,121,864
55,123,913
55,125,356
55,127,5830
55,129,662
55,131,5541
55,133,13026
55,135,2720
55,137,1215
55,139,8275
55,141,4747
55,777,2154
56,001,1962
56,003,395
56,005,3808
56,007,1181
56,009,385
56,011,361
56,013,2414
56,015,300
56,017,98
56,019,262
56,021,4994
56,023,486
56,025,5134
56,027,131
56,029,1092
56,031,481
56,033,1934
56,035,266
56,037,1966
56,039,1026
56,041,780
56,043,93
56,045,243
56,777,1649
