State,Area_Name,POP_ESTIMATE_2023
VA,Salem city,25600
VA,Staunton city,25915
VA,Suffolk city,100659
VA,Virginia Beach city,453649
VA,Waynesboro city,23182
VA,Williamsburg city,15847
VA,Winchester city,27617
WA,Washington,7812880
WA,Adams,20820
WA,Asotin,22549
WA,Benton,215219
WA,Chelan,79997
WA,Clallam,77616
WA,Clark,521150
WA,Columbia,4053
WA,Cowlitz,112864
WA,Douglas,44798
WA,Ferry,7497
WA,Franklin,99034
WA,Garfield,2363
WA,Grant,102678
WA,Grays Harbor,77290
WA,Island,86267
WA,Jefferson,33714
WA,King,2271380
WA,Kitsap,277658
WA,Kittitas,45508
WA,Klickitat,23589
WA,Lewis,86154
WA,Lincoln,11738
WA,Mason,68389
WA,Okanogan,43712
WA,Pacific,24200
WA,Pend Oreille,14361
WA,Pierce,928696
WA,San Juan,18566
WA,Skagit,131417
WA,Skamania,12640
WA,Snohomish,844761
WA,Spokane,551455
WA,Stevens,48837
WA,Thurston,299003
WA,Wahkiakum,4765
WA,Walla Walla,61568
WA,Whatcom,231919
WA,Whitman,48012
WA,Yakima,256643
WV,West Virginia,1770071
WV,Barbour,15378
WV,Berkeley,132440
WV,Boone,20576
WV,Braxton,12162
WV,Brooke,21373
WV,Cabell,92082
WV,Calhoun,5959
WV,Clay,7783
WV,Doddridge,7680
WV,Fayette,39072
WV,Gilmer,7254
WV,Grant,10921
WV,Greenbrier,32149
WV,Hampshire,23649
WV,Hancock,28145
WV,Hardy,14251
WV,Harrison,64639
WV,Jackson,27593
WV,Jefferson,59787
WV,Kanawha,174805
WV,Lewis,16500
WV,Lincoln,19701
WV,Logan,30827
WV,McDowell,17439
WV,Marion,55807
WV,Marshall,29405
WV,Mason,24765
WV,Mercer,58057
WV,Mineral,26867
WV,Mingo,22023
WV,Monongalia,107718
WV,Monroe,12382
WV,Morgan,17649
WV,Nicholas,24169
WV,Ohio,41194
WV,Pendleton,6029
WV,Pleasants,7428
WV,Pocahontas,7765
WV,Preston,34099
WV,Putnam,56962
WV,Raleigh,72356
WV,Randolph,27350
WV,Ritchie,8167
WV,Roane,13743
WV,Summers,11581
WV,Taylor,16388
WV,Tucker,6604
WV,Tyler,7919
WV,Upshur,23529
WV,Wayne,37686
WV,Webster,8045
WV,Wetzel,13890
WV,Wirt,5000
WV,Wood,83052
WV,Wyoming,20277
WI,Wisconsin,5910955
WI,Adams,21449
WI,Ashland,16079
WI,Barron,46833
WI,Bayfield,16769
WI,Brown,271417
WI,Buffalo,13419
WI,Burnett,17092
WI,Calumet,53199
WI,Chippewa,66970
WI,Clark,34774
WI,Columbia,58091
WI,Crawford,15944
WI,Dane,575347
WI,Dodge,88231
WI,Door,30562
WI,Douglas,44264
WI,Dunn,45794
WI,Eau Claire,107903
WI,Florence,4682
WI,Fond du Lac,103948
WI,Forest,9325
WI,Grant,51409
WI,Green,36951
WI,Green Lake,19344
WI,Iowa,23956
WI,Iron,6228
WI,Jackson,20855
WI,Jefferson,85743
WI,Juneau,26594
WI,Kenosha,167488
WI,Kewaunee,20690
WI,La Crosse,120486
WI,Lafayette,16945
WI,Langlade,19404
WI,Lincoln,28405
WI,Manitowoc,81331
WI,Marathon,138612
WI,Marinette,42106
WI,Marquette,15838
WI,Menominee,4226
WI,Milwaukee,916205
WI,Monroe,46151
WI,Oconto,39775
WI,Oneida,38226
WI,Outagamie,193234
WI,Ozaukee,93460
WI,Pepin,7441
WI,Pierce,43026
WI,Polk,45762
WI,Portage,71024
WI,Price,14102
WI,Racine,196613
WI,Richland,17197
WI,Rock,164278
WI,Rusk,14143
WI,St. Croix,96763
WI,Sauk,65920
WI,Sawyer,18552
WI,Shawano,41109
WI,Sheboygan,117752
WI,Taylor,20058
WI,Trempealeau,30899
WI,Vernon,31170
WI,Vilas,23885
WI,Walworth,105822
WI,Washburn,16930
WI,Washington,138168
WI,Waukesha,412591
WI,Waupaca,51388
WI,Waushara,24934
WI,Winnebago,171735
WI,Wood,73939
WY,Wyoming,584057
WY,Albany,38257
WY,Big Horn,12018
WY,Campbell,47498
WY,Carbon,14334
WY,Converse,13809
WY,Crook,7592
WY,Fremont,39815
WY,Goshen,12642
WY,Hot Springs,4661
WY,Johnson,8759
WY,Laramie,100984
WY,Lincoln,20880
WY,Natrona,79941
WY,Niobrara,2354
WY,Park,30735
WY,Platte,8546
WY,Sheridan,32519
WY,Sublette,8969
WY,Sweetwater,41249
WY,Teton,23232
WY,Uinta,20745
WY,Washakie,7710
WY,Weston,6808
PR,Puerto Rico,3205691
PR,Adjuntas Municipio,17900
PR,Aguada Municipio,37528
PR,Aguadilla Municipio,53622
PR,Aguas Buenas Municipio,23274
PR,Aibonito Municipio,24602
PR,Añasco Municipio,24815
PR,Arecibo Municipio,85641
PR,Arroyo Municipio,15078
PR,Barceloneta Municipio,22376
PR,Barranquitas Municipio,29020
PR,Bayamón Municipio,180835
PR,Cabo Rojo Municipio,46665
PR,Caguas Municipio,124608
PR,Camuy Municipio,32625
PR,Canóvanas Municipio,41513
PR,Carolina Municipio,150843
PR,Cataño Municipio,22108
PR,Cayey Municipio,40525
PR,Ceiba Municipio,10843
PR,Ciales Municipio,16691
PR,Cidra Municipio,39418
PR,Coamo Municipio,33662
PR,Comerío Municipio,18601
PR,Corozal Municipio,34348
PR,Culebra Municipio,1761
PR,Dorado Municipio,35702
PR,Fajardo Municipio,31166
PR,Florida Municipio,11525
PR,Guánica Municipio,12415
PR,Guayama Municipio,34765
PR,Guayanilla Municipio,16813
PR,Guaynabo Municipio,89039
PR,Gurabo Municipio,39971
PR,Hatillo Municipio,37950
PR,Hormigueros Municipio,15336
PR,Humacao Municipio,49712
PR,Isabela Municipio,42794
PR,Jayuya Municipio,14435
PR,Juana Díaz Municipio,45919
PR,Juncos Municipio,36684
PR,Lajas Municipio,22872
PR,Lares Municipio,27729
PR,Las Marías Municipio,8672
PR,Las Piedras Municipio,34750
PR,Loíza Municipio,22302
PR,Luquillo Municipio,17386
PR,Manatí Municipio,38655
PR,Maricao Municipio,4523
PR,Maunabo Municipio,10266
PR,Mayagüez Municipio,69798
PR,Moca Municipio,37325
PR,Morovis Municipio,28197
PR,Naguabo Municipio,22838
PR,Naranjito Municipio,29282
PR,Orocovis Municipio,21204
PR,Patillas Municipio,15347
PR,Peñuelas Municipio,19563
PR,Ponce Municipio,130251
PR,Quebradillas Municipio,23254
PR,Rincón Municipio,15425
PR,Río Grande Municipio,45568
PR,Sabana Grande Municipio,22210
PR,Salinas Municipio,24718
PR,San Germán Municipio,30996
PR,San Juan Municipio,333005
PR,San Lorenzo Municipio,37264
PR,San Sebastián Municipio,38926
PR,Santa Isabel Municipio,19693
PR,Toa Alta Municipio,65957
PR,Toa Baja Municipio,71888
PR,Trujillo Alto Municipio,66705
PR,Utuado Municipio,27242
PR,Vega Alta Municipio,34638
PR,Vega Baja Municipio,53527
PR,Vieques Municipio,7999
PR,Villalba Municipio,21285
PR,Yabucoa Municipio,28897
PR,Yauco Municipio,32406
