State,Area_Name,POP_ESTIMATE_2023
NE,Keith,8113
NE,Keya Paha,805
NE,Kimball,3289
NE,Knox,8298
NE,Lancaster,326716
NE,Lincoln,33365
NE,Logan,655
NE,Loup,592
NE,McPherson,383
NE,Madison,35627
NE,Merrick,7755
NE,Morrill,4504
NE,Nance,3274
NE,Nemaha,7076
NE,Nuckolls,4095
NE,Otoe,16335
NE,Pawnee,2512
NE,Perkins,2795
NE,Phelps,9057
NE,Pierce,7299
NE,Platte,34609
NE,Polk,5228
NE,Red Willow,10457
NE,Richardson,7689
NE,Rock,1271
NE,Saline,14555
NE,Sarpy,199886
NE,Saunders,23463
NE,Scotts Bluff,35699
NE,Seward,17671
NE,Sheridan,4928
NE,Sherman,2983
NE,Sioux,1154
NE,Stanton,5856
NE,Thayer,4829
NE,Thomas,677
NE,Thurston,6557
NE,Valley,4012
NE,Washington,21152
NE,Wayne,9874
NE,Webster,3351
NE,Wheeler,775
NE,York,14356
NV,Nevada,3194176
NV,Churchill,25803
NV,Clark,2336573
NV,Douglas,49545
NV,Elko,54293
NV,Esmeralda,736
NV,Eureka,1917
NV,Humboldt,17136
NV,Lander,5769
NV,Lincoln,4452
NV,Lyon,62583
NV,Mineral,4528
NV,Nye,55720
NV,Pershing,6364
NV,Storey,4177
NV,Washoe,498022
NV,White Pine,8522
NV,Carson City,58036
NH,New Hampshire,1402054
NH,Belknap,65027
NH,Carroll,52448
NH,Cheshire,77703
NH,Coos,31372
NH,Grafton,93146
NH,Hillsborough,427354
NH,Merrimack,157103
NH,Rockingham,320689
NH,Strafford,133243
NH,Sullivan,43969
NJ,New Jersey,9290841
NJ,Atlantic,275213
NJ,Bergen,957736
NJ,Burlington,469167
NJ,Camden,527196
NJ,Cape May,94610
NJ,Cumberland,152326
NJ,Essex,851117
NJ,Gloucester,308423
NJ,Hudson,705472
NJ,Hunterdon,130183
NJ,Mercer,381671
NJ,Middlesex,863623
NJ,Monmouth,642799
NJ,Morris,514423
NJ,Ocean,659197
NJ,Passaic,513395
NJ,Salem,65338
NJ,Somerset,348842
NJ,Sussex,146132
NJ,Union,572726
NJ,Warren,111252
NM,New Mexico,2114371
NM,Bernalillo,671586
NM,Catron,3825
NM,Chaves,63561
NM,Cibola,26780
NM,Colfax,12255
NM,Curry,47222
NM,De Baca,1657
NM,Doña Ana,225210
NM,Eddy,60275
NM,Grant,27472
NM,Guadalupe,4292
NM,Harding,624
NM,Hidalgo,3965
NM,Lea,72101
NM,Lincoln,20029
NM,Los Alamos,19444
NM,Luna,25316
NM,McKinley,68797
NM,Mora,4123
NM,Otero,68835
NM,Quay,8510
NM,Rio Arriba,39876
NM,Roosevelt,18787
NM,Sandoval,155936
NM,San Juan,120675
NM,San Miguel,26668
NM,Santa Fe,155956
NM,Sierra,11488
NM,Socorro,15963
NM,Taos,34405
NM,Torrance,15633
NM,Union,3964
NM,Valencia,79141
NY,Albany,316659
NY,Allegany,46651
NY,Bronx,1356476
NY,Broome,196077
NY,Cattaraugus,75600
NY,Cayuga,74485
NY,Chautauqua,124891
NY,Chemung,81325
NY,Chenango,45920
NY,Clinton,78115
NY,Columbia,60470
NY,Cortland,45752
NY,Delaware,44410
NY,Dutchess,297150
NY,Erie,946147
NY,Essex,36775
NY,Franklin,46502
NY,Fulton,52234
NY,Genesee,57529
NY,Greene,47062
NY,Hamilton,5082
NY,Herkimer,59484
NY,Jefferson,114787
NY,Kings,2561225
NY,Lewis,26548
NY,Livingston,61158
NY,Madison,66921
NY,Monroe,748482
NY,Montgomery,49368
NY,Nassau,1381715
NY,New York,1597451
NY,Niagara,209457
NY,Oneida,227555
NY,Onondaga,467873
NY,Ontario,112494
NY,Orange,407470
NY,Orleans,39124
NY,Oswego,118162
NY,Otsego,60126
NY,Putnam,98060
NY,Queens,2252196
NY,Rensselaer,159305
NY,Richmond,490687
NY,Rockland,340807
NY,St. Lawrence,106940
NY,Saratoga,238711
NY,Schenectady,159902
NY,Schoharie,30105
NY,Schuyler,17507
NY,Seneca,32349
NY,Steuben,92162
NY,Suffolk,1523170
NY,Sullivan,79920
NY,Tioga,47715
NY,Tompkins,103558
NY,Ulster,182333
NY,Warren,65380
NY,Washington,60047
NY,Wayne,90829
NY,Westchester,990817
NY,Wyoming,39532
NY,Yates,24472
NC,North Carolina,10835491
NC,Alamance,179165
NC,Alexander,36473
NC,Alleghany,11342
NC,Anson,21897
NC,Ashe,27063
NC,Avery,17561
NC,Beaufort,44481
NC,Bertie,16922
NC,Bladen,29484
NC,Brunswick,159964
NC,Buncombe,275901
NC,Burke,88338
NC,Cabarrus,240016
NC,Caldwell,80574
NC,Camden,11137
NC,Carteret,69615
NC,Caswell,22807
NC,Catawba,164645
NC,Chatham,81624
NC,Cherokee,29959
NC,Chowan,13891
NC,Clay,11864
NC,Cleveland,101378
NC,Columbus,50121
NC,Craven,102391
NC,Cumberland,337890
NC,Currituck,31593
NC,Dare,38110
NC,Davidson,174804
NC,Davie,44599
NC,Duplin,49520
NC,Durham,336892
NC,Edgecombe,48832
NC,Forsyth,392921
NC,Franklin,77001
NC,Gaston,237242
NC,Gates,10343
NC,Graham,8052
NC,Granville,62192
NC,Greene,20530
NC,Guilford,549866
NC,Halifax,47298
NC,Harnett,141477
NC,Haywood,62969
NC,Henderson,119230
NC,Hertford,19453
NC,Hoke,54446
NC,Hyde,4607
NC,Iredell,199710
NC,Jackson,44574
NC,Johnston,241955
NC,Jones,9401
NC,Lee,67059
NC,Lenoir,54895
NC,Lincoln,95675
NC,McDowell,44893
NC,Macon,38412
NC,Madison,22071
NC,Martin,21447
NC,Mecklenburg,1163701
NC,Mitchell,14999
NC,Montgomery,26085
NC,Moore,106898
NC,Nash,96551
NC,New Hanover,238852
NC,Northampton,16715
NC,Onslow,213676
NC,Orange,150626
NC,Pamlico,12423
NC,Pasquotank,41444
NC,Pender,68521
NC,Perquimans,13377
NC,Person,39737
NC,Pitt,175119
NC,Polk,20060
NC,Randolph,147458
NC,Richmond,42324
NC,Robeson,117365
NC,Rockingham,92518
NC,Rowan,151661
NC,Rutherford,65507
NC,Sampson,59601
NC,Scotland,34376
NC,Stanly,65699
NC,Stokes,45532
NC,Surry,71462
NC,Swain,13916
NC,Transylvania,33549
NC,Tyrrell,3461
NC,Union,256452
NC,Vance,42301
NC,Wake,1190275
NC,Warren,18836
NC,Washington,10713
NC,Watauga,54748
NC,Wayne,118686
NC,Wilkes,66013
NC,Wilson,78970
NC,Yadkin,37774
NC,Yancey,18938
ND,North Dakota,783926
ND,Adams,2163
ND,Barnes,10726
ND,Benson,5745
ND,Billings,1034
ND,Bottineau,6349
ND,Bowman,2867
ND,Burke,2134
ND,Burleigh,100012
ND,Cass,196362
ND,Cavalier,3596
ND,Dickey,4900
ND,Divide,2135
ND,Dunn,4019
ND,Eddy,2263
ND,Emmons,3224
ND,Foster,3309
ND,Golden Valley,1743
ND,Grand Forks,72708
ND,Grant,2215
ND,Griggs,2248
ND,Hettinger,2415
ND,Kidder,2342
ND,LaMoure,4096
ND,Logan,1869
ND,McHenry,5131
ND,McIntosh,2488
ND,McKenzie,14252
ND,McLean,9832
ND,Mercer,8309
ND,Morton,33895
ND,Mountrail,9383
ND,Nelson,2991
ND,Oliver,1879
ND,Pembina,6661
ND,Pierce,3902
ND,Ramsey,11463
ND,Ransom,5603
ND,Renville,2279
ND,Richland,16558
ND,Rolette,11728
ND,Sargent,3776
ND,Sheridan,1266
ND,Sioux,3643
ND,Slope,674
ND,Stark,33001
ND,Steele,1782
ND,Stutsman,21392
ND,Towner,2030
ND,Traill,7908
ND,Walsh,10305
ND,Ward,68332
ND,Wells,3876
ND,Williams,39113
OH,Ohio,11785935
OH,Adams,27521
OH,Allen,100838
OH,Ashland,52190
OH,Ashtabula,96845
OH,Athens,62706
OH,Auglaize,46050
OH,Belmont,64918
OH,Brown,43777
OH,Butler,393043
OH,Carroll,26758
OH,Champaign,38845
OH,Clark,134610
OH,Clermont,211972
OH,Clinton,41938
OH,Columbiana,100182
OH,Coshocton,36869
OH,Crawford,41529
OH,Cuyahoga,1233088
OH,Darke,51415
OH,Defiance,38315
OH,Delaware,231636
OH,Erie,74035
OH,Fairfield,165360
OH,Fayette,28817
OH,Franklin,1326063
OH,Fulton,42007
OH,Gallia,28986
OH,Geauga,95407
OH,Greene,169691
OH,Guernsey,38089
OH,Hamilton,827058
OH,Hancock,74704
OH,Hardin,30368
OH,Harrison,14159
OH,Henry,27520
OH,Highland,43614
OH,Hocking,27540
OH,Holmes,44386
OH,Huron,58199
OH,Jackson,32606
OH,Jefferson,64026
OH,Knox,63320
OH,Lake,231640
OH,Lawrence,56118
OH,Licking,183201
OH,Logan,46057
OH,Lorain,317910
OH,Lucas,425484
OH,Madison,44602
OH,Mahoning,225596
OH,Marion,64851
OH,Medina,184042
OH,Meigs,21767
OH,Mercer,42439
OH,Miami,110876
OH,Monroe,13153
OH,Montgomery,533796
OH,Morgan,13646
OH,Morrow,35595
OH,Muskingum,86305
OH,Noble,14311
OH,Ottawa,39803
OH,Paulding,18706
OH,Perry,35551
OH,Pickaway,61086
OH,Pike,27001
OH,Portage,162665
OH,Preble,40556
OH,Putnam,34199
OH,Richland,125064
OH,Ross,76501
OH,Sandusky,58709
OH,Scioto,71969
OH,Seneca,54527
OH,Shelby,47765
OH,Stark,372716
OH,Summit,535733
OH,Trumbull,200373
OH,Tuscarawas,91874
OH,Union,69637
OH,Van Wert,28704
OH,Vinton,12474
OH,Warren,252148
OH,Washington,58577
OH,Wayne,116510
OH,Williams,36591
OH,Wood,132650
OH,Wyandot,21457
OK,Adair,19627
OK,Alfalfa,5673
OK,Atoka,14525
OK,Beaver,5018
OK,Beckham,22042
OK,Blaine,8539
OK,Bryan,48967
OK,Caddo,26214
OK,Canadian,175829
OK,Carter,48596
OK,Cherokee,48185
OK,Choctaw,14276
OK,Cimarron,2191
OK,Cleveland,301193
OK,Coal,5266
OK,Comanche,121574
OK,Cotton,5427
OK,Craig,14494
OK,Creek,73332
OK,Custer,28266
OK,Delaware,41703
OK,Dewey,4286
OK,Ellis,3648
OK,Garfield,62023
OK,Garvin,25865
OK,Grady,57375
OK,Grant,4083
OK,Greer,5466
OK,Harmon,2392
OK,Harper,3190
OK,Haskell,11832
OK,Hughes,13436
OK,Jackson,24669
OK,Jefferson,5347
OK,Johnston,10216
OK,Kay,43641
OK,Kingfisher,15481
OK,Kiowa,8398
OK,Latimer,9526
OK,Le Flore,49596
OK,Lincoln,34562
OK,Logan,53029
OK,Love,10296
OK,McClain,47072
OK,McCurtain,30660
OK,McIntosh,19603
OK,Major,7581
OK,Marshall,15970
OK,Mayes,39889
OK,Murray,13754
OK,Muskogee,66677
OK,Noble,10832
OK,Nowata,9438
OK,Okfuskee,11300
OK,Oklahoma,808866
OK,Okmulgee,37035
OK,Osage,46130
OK,Ottawa,30287
OK,Pawnee,15864
OK,Payne,83352
OK,Pittsburg,43479
OK,Pontotoc,38396
OK,Pottawatomie,73791
OK,Pushmataha,10800
OK,Roger Mills,3295
OK,Rogers,100248
OK,Seminole,23565
OK,Sequoyah,40291
OK,Stephens,44014
OK,Texas,20371
OK,Tillman,6869
OK,Tulsa,682868
OK,Wagoner,89280
OK,Washington,53706
OK,Washita,10736
OK,Woods,8564
OK,Woodward,19947
OR,Oregon,4233358
OR,Baker,16912
OR,Benton,97713
OR,Clackamas,423173
OR,Clatsop,41102
OR,Columbia,53880
OR,Coos,64212
OR,Crook,26952
OR,Curry,23296
OR,Deschutes,208513
OR,Douglas,112435
OR,Gilliam,2026
OR,Grant,7215
OR,Harney,7440
OR,Hood River,23745
OR,Jackson,220768
OR,Jefferson,25454
OR,Josephine,87821
OR,Klamath,70003
OR,Lake,8293
OR,Lane,381181
OR,Lincoln,50821
OR,Linn,131496
OR,Malheur,32044
OR,Marion,346741
OR,Morrow,12302
OR,Multnomah,789698
OR,Polk,89805
OR,Sherman,1951
OR,Tillamook,27417
OR,Umatilla,80053
OR,Union,25944
OR,Wallowa,7674
OR,Wasco,26333
OR,Washington,598865
OR,Wheeler,1436
OR,Yamhill,108644
PA,Pennsylvania,12961683
PA,Adams,106748
PA,Allegheny,1224825
PA,Armstrong,64074
PA,Beaver,165631
PA,Bedford,47350
PA,Berks,432821
PA,Blair,120273
PA,Bradford,59695
PA,Bucks,645984
PA,Butler,198413
PA,Cambria,130668
PA,Cameron,4380
PA,Carbon,65458
PA,Centre,157795
PA,Chester,549784
PA,Clarion,36970
PA,Clearfield,77090
PA,Clinton,37607
PA,Columbia,65439
PA,Crawford,82001
PA,Cumberland,270738
PA,Dauphin,289234
PA,Delaware,576720
PA,Elk,30198
PA,Erie,267571
PA,Fayette,123915
PA,Forest,6449
PA,Franklin,157854
PA,Fulton,14468
PA,Greene,34357
PA,Huntingdon,43514
PA,Indiana,83094
PA,Jefferson,43612
PA,Juniata,23243
PA,Lackawanna,216123
PA,Lancaster,558589
PA,Lawrence,84472
PA,Lebanon,144252
PA,Lehigh,377754
PA,Luzerne,327388
PA,Lycoming,112724
PA,McKean,39519
PA,Mercer,108503
PA,Mifflin,45922
PA,Monroe,166053
PA,Montgomery,868742
PA,Montour,17860
PA,Northampton,319091
PA,Northumberland,90120
PA,Perry,46083
PA,Philadelphia,1550542
PA,Pike,61247
PA,Potter,15999
PA,Schuylkill,143786
PA,Snyder,39717
PA,Somerset,72197
PA,Sullivan,5834
PA,Susquehanna,38109
PA,Tioga,40840
PA,Union,42042
PA,Venango,49431
PA,Warren,37572
PA,Washington,210232
PA,Wayne,51262
PA,Westmoreland,351163
PA,Wyoming,25902
PA,York,464640
RI,Rhode Island,1095962
RI,Bristol,50255
RI,Kent,171278
RI,Newport,83832
RI,Providence,660615
RI,Washington,129982
SC,South Carolina,5373555
SC,Abbeville,24434
SC,Aiken,177130
SC,Allendale,7369
SC,Anderson,213076
SC,Bamberg,12974
SC,Barnwell,20447
SC,Beaufort,198979
SC,Berkeley,255217
SC,Calhoun,14186
SC,Charleston,424367
SC,Cherokee,56714
SC,Chester,32226
SC,Chesterfield,44031
SC,Clarendon,31004
SC,Colleton,38874
SC,Darlington,62416
SC,Dillon,27698
SC,Dorchester,169833
SC,Edgefield,27607
SC,Fairfield,20422
SC,Florence,137214
SC,Georgetown,65731
SC,Greenville,558036
SC,Greenwood,69460
SC,Hampton,18122
SC,Horry,397478
SC,Jasper,33544
SC,Kershaw,69905
SC,Lancaster,108215
SC,Laurens,68873
SC,Lee,15967
SC,Lexington,309528
SC,McCormick,9941
SC,Marion,28508
SC,Marlboro,25704
SC,Newberry,38825
SC,Oconee,81221
SC,Orangeburg,82820
SC,Pickens,135495
SC,Richland,425138
SC,Saluda,19123
SC,Spartanburg,356698
SC,Sumter,104165
SC,Union,26629
SC,Williamsburg,29891
SC,York,298320
SD,South Dakota,919318
SD,Aurora,2782
SD,Beadle,19591
SD,Bennett,3305
SD,Bon Homme,7065
SD,Brookings,35980
SD,Brown,37733
SD,Brule,5311
SD,Buffalo,1884
SD,Butte,10863
SD,Campbell,1340
SD,Charles Mix,9240
SD,Clark,3948
SD,Clay,15431
SD,Codington,28971
SD,Corson,3782
SD,Custer,9117
SD,Davison,19922
SD,Day,5451
SD,Deuel,4354
SD,Dewey,5208
SD,Douglas,2838
SD,Edmunds,4057
SD,Fall River,7393
SD,Faulk,2151
SD,Grant,7553
SD,Gregory,4018
SD,Haakon,1851
SD,Hamlin,6451
SD,Hand,3107
SD,Hanson,3471
SD,Harding,1324
SD,Hughes,17624
SD,Hutchinson,7394
SD,Hyde,1186
SD,Jackson,2776
SD,Jerauld,1660
SD,Jones,855
SD,Kingsbury,5276
SD,Lake,11031
SD,Lawrence,28053
SD,Lincoln,73238
SD,Lyman,3705
SD,McCook,5809
SD,McPherson,2334
SD,Marshall,4390
SD,Meade,30954
SD,Mellette,1851
SD,Miner,2280
SD,Minnehaha,206930
SD,Moody,6450
SD,Oglala Lakota,13434
SD,Pennington,115903
SD,Perkins,2834
SD,Potter,2413
SD,Roberts,10206
SD,Sanborn,2399
SD,Spink,6166
SD,Stanley,3043
SD,Sully,1494
SD,Todd,9199
SD,Tripp,5621
SD,Turner,9027
SD,Union,17183
SD,Walworth,5269
SD,Yankton,23517
SD,Ziebach,2322
TN,Tennessee,7126489
TN,Anderson,80234
TN,Bedford,53055
TN,Benton,16103
TN,Bledsoe,15060
TN,Blount,141456
TN,Bradley,111579
TN,Campbell,40223
TN,Cannon,15063
TN,Carroll,28860
TN,Carter,57022
TN,Cheatham,42254
TN,Chester,17606
TN,Claiborne,32654
TN,Clay,7714
TN,Cocke,37404
TN,Coffee,60633
TN,Crockett,13982
TN,Cumberland,64760
TN,Davidson,712334
TN,Decatur,11656
TN,DeKalb,21225
TN,Dickson,56729
TN,Dyer,36498
TN,Fayette,44175
TN,Fentress,19696
TN,Franklin,44654
TN,Gibson,51045
TN,Giles,30721
TN,Grainger,24681
TN,Greene,72577
TN,Grundy,13955
TN,Hamblen,66216
TN,Hamilton,379864
TN,Hancock,6956
TN,Hardeman,25567
TN,Hardin,27229
TN,Hawkins,58600
TN,Haywood,17328
TN,Henderson,28070
TN,Henry,32554
TN,Hickman,25826
TN,Houston,8393
TN,Humphreys,19209
TN,Jackson,12363
TN,Jefferson,57838
TN,Johnson,18375
TN,Knox,500669
TN,Lake,6347
TN,Lauderdale,24610
TN,Lawrence,46114
TN,Lewis,13066
TN,Lincoln,36169
TN,Loudon,60591
TN,McMinn,55678
TN,McNairy,26163
TN,Macon,26793
TN,Madison,99193
TN,Marion,29382
TN,Marshall,36961
TN,Maury,110760
TN,Meigs,13691
TN,Monroe,48594
TN,Montgomery,239872
TN,Moore,6748
TN,Morgan,21573
TN,Obion,30411
TN,Overton,23327
TN,Perry,8891
TN,Pickett,5128
TN,Polk,18033
TN,Putnam,83844
TN,Rhea,33924
TN,Roane,56096
TN,Robertson,76776
TN,Rutherford,367101
TN,Scott,22171
TN,Sequatchie,17161
TN,Sevier,99415
TN,Shelby,910042
TN,Smith,20538
TN,Stewart,14222
TN,Sullivan,162135
TN,Sumner,207994
TN,Tipton,62015
TN,Trousdale,12271
TN,Unicoi,17756
TN,Union,20741
TN,Van Buren,6493
TN,Warren,42638
TN,Washington,138420
TN,Wayne,16066
TN,Weakley,33084
TN,White,28692
TN,Williamson,264460
TN,Wilson,163674
TX,Texas,30503301
TX,Anderson,57736
TX,Andrews,18664
TX,Angelina,87319
TX,Aransas,25374
TX,Archer,9029
TX,Armstrong,1832
TX,Atascosa,51784
TX,Austin,31677
TX,Bailey,6672
TX,Bandera,22637
TX,Bastrop,110778
TX,Baylor,3463
TX,Bee,30850
TX,Bell,393193
TX,Bexar,2087679
TX,Blanco,13048
TX,Borden,572
TX,Bosque,18996
TX,Bowie,91687
TX,Brazoria,398938
TX,Brazos,244703
TX,Brewster,9513
TX,Briscoe,1445
TX,Brooks,6848
TX,Brown,38709
TX,Burleson,19475
TX,Burnet,53991
TX,Caldwell,49859
TX,Calhoun,19696
TX,Callahan,14374
TX,Cameron,426710
TX,Camp,13000
TX,Carson,5878
TX,Cass,28659
TX,Castro,7227
TX,Chambers,53876
TX,Cherokee,52217
TX,Childress,6788
TX,Clay,10738
TX,Cochran,2509
TX,Coke,3352
TX,Coleman,7842
TX,Collin,1195359
TX,Collingsworth,2563
TX,Colorado,21117
TX,Comal,193928
TX,Comanche,14050
TX,Concho,3297
TX,Cooke,43782
TX,Coryell,84878
TX,Cottle,1294
TX,Crane,4574
TX,Crockett,2858
TX,Crosby,4917
TX,Culberson,2196
TX,Dallam,7237
TX,Dallas,2606358
TX,Dawson,12004
TX,Deaf Smith,18347
TX,Delta,5520
TX,Denton,1007703
TX,DeWitt,19929
TX,Dickens,1711
TX,Dimmit,8257
TX,Donley,3214
TX,Duval,9604
TX,Eastland,18037
TX,Ector,164494
TX,Edwards,1393
TX,Ellis,222829
TX,El Paso,869880
TX,Erath,44195
TX,Falls,17286
TX,Fannin,37571
TX,Fayette,25474
TX,Fisher,3612
TX,Floyd,5090
TX,Foard,1079
TX,Fort Bend,916778
TX,Franklin,10735
TX,Freestone,20441
TX,Frio,17987
TX,Gaines,22523
TX,Galveston,361744
TX,Garza,4517
TX,Gillespie,27733
TX,Glasscock,1141
TX,Goliad,7144
TX,Gonzales,19930
TX,Gray,20916
TX,Grayson,146907
TX,Gregg,126243
TX,Grimes,32384
TX,Guadalupe,188454
TX,Hale,31761
TX,Hall,2818
TX,Hamilton,8619
TX,Hansford,5071
TX,Hardeman,3490
TX,Hardin,58261
TX,Harris,4835125
TX,Harrison,70895
TX,Hartley,5145
TX,Haskell,5385
TX,Hays,280486
TX,Hemphill,3189
TX,Henderson,86158
TX,Hidalgo,898471
TX,Hill,38101
TX,Hockley,21460
TX,Hood,67774
TX,Hopkins,38172
TX,Houston,22066
TX,Howard,30554
TX,Hudspeth,3451
TX,Hunt,113347
TX,Hutchinson,20033
TX,Irion,1549
TX,Jack,8875
TX,Jackson,15221
TX,Jasper,32694
TX,Jeff Davis,1856
TX,Jefferson,251496
TX,Jim Hogg,4720
TX,Jim Wells,38662
TX,Johnson,202906
TX,Jones,20381
TX,Karnes,15018
TX,Kaufman,185690
TX,Kendall,50537
TX,Kenedy,343
TX,Kent,734
TX,Kerr,53915
TX,Kimble,4442
TX,King,217
TX,Kinney,3148
TX,Kleberg,30069
TX,Knox,3302
TX,Lamar,51127
TX,Lamb,12711
TX,Lampasas,23262
TX,La Salle,6537
TX,Lavaca,20571
TX,Lee,18240
TX,Leon,16538
TX,Liberty,108272
TX,Limestone,22250
TX,Lipscomb,2906
TX,Live Oak,11584
TX,Llano,22875
TX,Loving,43
TX,Lubbock,320940
TX,Lynn,5761
TX,McCulloch,7452
TX,McLennan,268583
TX,McMullen,568
TX,Madison,13742
TX,Marion,9571
TX,Martin,5216
TX,Mason,3931
TX,Matagorda,36359
TX,Maverick,57762
TX,Medina,54797
TX,Menard,1958
TX,Midland,177108
TX,Milam,25951
TX,Mills,4548
TX,Mitchell,9075
TX,Montague,21598
TX,Montgomery,711354
TX,Moore,21190
TX,Morris,12066
TX,Motley,1020
TX,Nacogdoches,65375
TX,Navarro,55635
TX,Newton,12039
TX,Nolan,14306
TX,Nueces,352289
TX,Ochiltree,9704
TX,Oldham,1783
TX,Orange,85722
TX,Palo Pinto,29747
TX,Panola,22838
TX,Parker,173494
TX,Parmer,9617
TX,Pecos,14623
TX,Polk,54186
TX,Potter,114647
TX,Presidio,5795
TX,Rains,12986
TX,Randall,148255
TX,Reagan,3141
TX,Real,2854
TX,Red River,11678
TX,Reeves,11770
TX,Refugio,6666
TX,Roberts,840
TX,Robertson,17267
TX,Rockwall,131307
TX,Runnels,9868
TX,Rusk,53079
TX,Sabine,10106
TX,San Augustine,7833
TX,San Jacinto,28936
TX,San Patricio,70660
TX,San Saba,5845
TX,Schleicher,2391
TX,Scurry,16212
TX,Shackelford,3229
TX,Shelby,24179
TX,Sherman,2678
TX,Smith,245209
TX,Somervell,9888
TX,Starr,65934
TX,Stephens,9343
TX,Sterling,1397
TX,Stonewall,1218
TX,Sutton,3221
TX,Swisher,6955
TX,Tarrant,2182947
TX,Taylor,146836
TX,Terrell,687
TX,Terry,11547
TX,Throckmorton,1526
TX,Titus,31357
TX,Tom Green,119057
TX,Travis,1334961
TX,Trinity,14228
TX,Tyler,20382
TX,Upshur,43281
TX,Upton,3109
TX,Uvalde,24960
TX,Val Verde,47720
TX,Van Zandt,64000
TX,Victoria,91664
TX,Walker,81268
TX,Waller,63553
TX,Ward,10966
TX,Washington,37007
TX,Webb,269148
TX,Wharton,41739
TX,Wheeler,4804
TX,Wichita,130180
TX,Wilbarger,12522
TX,Willacy,20037
TX,Williamson,697191
TX,Wilson,54183
TX,Winkler,7414
TX,Wise,78097
TX,Wood,47921
TX,Yoakum,7468
TX,Young,18124
TX,Zapata,13736
TX,Zavala,9312
UT,Beaver,7233
UT,Box Elder,62684
UT,Cache,142393
UT,Carbon,20609
UT,Daggett,992
UT,Davis,373207
UT,Duchesne,20477
UT,Emery,10144
UT,Garfield,5314
UT,Grand,9706
UT,Iron,64211
UT,Juab,13023
UT,Kane,8425
UT,Millard,13437
UT,Morgan,13000
UT,Piute,1550
UT,Rich,2670
UT,Salt Lake,1185813
UT,San Juan,14358
UT,Sanpete,30277
UT,Sevier,22344
UT,Summit,42759
UT,Tooele,82051
UT,Uintah,37747
UT,Utah,719174
UT,Wasatch,37144
UT,Washington,202452
UT,Wayne,2614
UT,Weber,271926
VT,Vermont,647464
VT,Addison,37720
VT,Bennington,37183
VT,Caledonia,30610
VT,Chittenden,169481
VT,Essex,6010
VT,Franklin,50994
VT,Grand Isle,7467
VT,Lamoille,26060
VT,Orange,29943
VT,Orleans,27516
VT,Rutland,60271
VT,Washington,60142
VT,Windham,45966
VT,Windsor,58101
VA,Accomack,33239
VA,Albemarle,115676
VA,Alleghany,14595
VA,Amelia,13480
VA,Amherst,31396
VA,Appomattox,16864
VA,Arlington,234162
VA,Augusta,78247
VA,Bath,4051
VA,Bedford,81525
VA,Bland,6179
VA,Botetourt,34125
VA,Brunswick,15749
VA,Buchanan,19087
VA,Buckingham,16978
VA,Campbell,55270
VA,Caroline,32640
VA,Carroll,29239
VA,Charles City,6610
VA,Charlotte,11336
VA,Chesterfield,383876
VA,Clarke,15466
VA,Craig,4843
VA,Culpeper,54973
VA,Cumberland,9878
VA,Dickenson,13640
VA,Dinwiddie,28343
VA,Essex,10598
VA,Fairfax,1141878
VA,Fauquier,75165
VA,Floyd,15679
VA,Fluvanna,28462
VA,Franklin,55549
VA,Frederick,95994
VA,Giles,16457
VA,Gloucester,40057
VA,Goochland,27197
VA,Grayson,15285
VA,Greene,21301
VA,Greensville,11133
VA,Halifax,33432
VA,Hanover,114148
VA,Henrico,334760
VA,Henry,49702
VA,Highland,2339
VA,Isle of Wight,40711
VA,James City,82654
VA,King and Queen,6720
VA,King George,28568
VA,King William,19030
VA,Lancaster,10859
VA,Lee,21745
VA,Loudoun,436347
VA,Louisa,41037
VA,Lunenburg,12038
VA,Madison,14128
VA,Mathews,8514
VA,Mecklenburg,30648
VA,Middlesex,10924
VA,Montgomery,98666
VA,Nelson,14705
VA,New Kent,26134
VA,Northampton,12021
VA,Northumberland,12391
VA,Nottoway,15566
VA,Orange,38574
VA,Page,23741
VA,Patrick,17509
VA,Pittsylvania,59571
VA,Powhatan,32105
VA,Prince Edward,22049
VA,Prince George,42871
VA,Prince William,489640
VA,Pulaski,33655
VA,Rappahannock,7414
VA,Richmond,9184
VA,Roanoke,97026
VA,Rockbridge,22358
VA,Rockingham,86568
VA,Russell,25477
VA,Scott,21433
VA,Shenandoah,45228
VA,Smyth,29216
VA,Southampton,17975
VA,Spotsylvania,149588
VA,Stafford,165428
VA,Surry,6593
VA,Sussex,10757
VA,Tazewell,39120
VA,Warren,41843
VA,Washington,54050
VA,Westmoreland,19013
VA,Wise,35174
VA,Wythe,28104
VA,York,70952
VA,Alexandria city,155230
VA,Bristol city,16807
VA,Buena Vista city,6566
VA,Charlottesville city,44983
VA,Chesapeake city,253886
VA,Colonial Heights city,18393
VA,Covington city,5545
VA,Danville city,41837
VA,Emporia city,5463
VA,Fairfax city,25144
VA,Falls Church city,14685
VA,Franklin city,8339
VA,Fredericksburg city,28928
VA,Galax city,6717
VA,Hampton city,137098
VA,Harrisonburg city,51082
VA,Hopewell city,22752
VA,Lexington city,7528
VA,Lynchburg city,79535
VA,Manassas city,42696
VA,Manassas Park city,16361
VA,Martinsville city,13763
VA,Newport News city,183118
VA,Norfolk city,230930
VA,Norton city,3492
VA,Petersburg city,33309
VA,Poquoson city,12635
VA,Portsmouth city,96793
VA,Radford city,16971
VA,Richmond city,229247
VA,Roanoke city,97171
